[[100,340,210,340,230,340,230,340,230,340,210,340,210,330,190,290,190,250,170,230,170,100],
[99,330,340,330,220,330,220,330,220,330,200,330,200,320,180,280,180,240,160,220,160,99],
[98,340,200,340,210,340,210,340,210,340,340,340,190,310,340,270,170,230,340,210,340,98],
[97,340,190,340,340,340,340,340,340,340,190,320,340,300,170,260,160,220,340,340,340,97],
[96,320,340,340,200,340,340,340,200,340,340,310,180,290,340,250,340,210,340,340,340,96],
[95,310,340,340,340,340,200,340,190,320,180,300,170,280,340,240,340,340,340,200,340,95],
[94,340,180,340,190,340,190,340,340,310,340,290,340,270,340,230,340,200,340,190,340,94],
[93,300,340,340,340,340,340,320,180,300,170,280,340,260,340,220,340,190,340,180,340,93],
[92,340,340,320,340,340,340,340,340,290,340,270,340,250,340,340,340,340,340,170,340,92],
[91,290,170,340,180,320,180,310,170,280,340,260,340,240,340,340,340,180,340,340,340,91],
[90,280,340,310,340,310,340,300,340,270,160,340,160,230,160,210,150,340,150,340,150,90],
[89,340,340,290,170,300,170,290,340,340,340,250,340,220,340,340,340,170,340,340,340,89],
[88,340,340,280,340,290,340,280,160,260,340,340,340,340,340,200,340,340,340,340,340,88],
[87,270,160,340,160,280,340,270,340,340,340,240,340,210,340,340,340,340,340,340,340,87],
[86,340,340,270,340,340,160,340,340,250,340,340,340,340,340,190,340,340,340,340,340,86],
[85,340,340,340,340,270,340,260,340,340,340,230,340,200,340,180,340,340,340,340,340,85],
[84,260,340,260,340,260,340,340,340,240,340,220,340,340,340,170,340,340,340,340,340,84],
[83,250,340,340,340,340,340,250,340,340,340,340,340,190,340,340,340,340,340,340,340,83],
[82,240,340,340,340,340,340,340,340,230,340,340,340,340,340,340,340,340,340,160,340,82],
[81,340,340,250,340,250,340,240,340,220,340,210,340,180,340,340,340,340,340,340,340,81],
[80,340,340,340,340,340,340,340,340,340,340,340,340,170,340,340,140,340,140,340,140,80],
[79,230,340,240,340,240,150,230,150,340,150,200,150,340,150,160,340,160,340,340,340,79],
[78,340,150,340,150,340,340,340,340,210,340,340,340,160,340,340,340,340,340,340,340,78],
[77,220,340,230,340,230,340,220,340,340,340,190,340,340,340,340,340,340,340,340,340,77],
[76,340,340,340,340,340,340,340,340,200,340,180,340,340,340,340,340,340,340,340,340,76],
[75,340,340,220,340,220,340,210,340,340,340,170,340,340,340,340,340,340,340,340,340,75],
[74,210,340,340,340,340,340,340,340,190,340,340,340,340,340,340,340,340,340,340,340,74],
[73,340,340,210,340,210,340,200,340,340,340,160,340,340,140,340,340,340,340,340,340,73],
[72,200,340,340,340,340,340,340,340,180,340,340,140,340,340,340,340,340,340,150,130,72],
[71,340,140,200,140,200,140,190,140,170,140,340,340,340,340,340,340,150,130,340,340,71],
[70,340,340,190,340,190,340,180,340,160,340,340,340,150,340,150,130,340,340,340,340,70],
[69,190,340,180,340,180,340,170,340,340,340,150,340,340,340,340,340,340,340,340,340,69],
[68,180,340,340,340,170,340,160,340,150,340,340,340,340,340,340,340,340,340,340,340,68],
[67,170,340,170,340,340,340,340,340,340,340,340,340,340,130,340,340,340,340,340,340,67],
[66,340,340,340,340,340,340,150,340,340,340,340,340,340,340,340,340,340,340,340,340,66],
[65,340,340,160,340,160,340,340,340,340,130,340,130,340,340,340,340,340,340,340,340,65],
[64,160,130,340,130,340,130,340,130,340,340,340,340,340,340,340,340,340,340,340,340,64],
[63,340,340,340,340,150,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,63],
[62,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,62],
[61,150,340,150,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,61],
[60,140,120,140,120,140,120,140,120,140,120,140,120,140,120,140,120,140,120,140,120,60],
[50,130,110,130,110,130,110,130,110,130,110,130,110,130,110,130,110,130,110,130,110,50],
[40,120,100,120,100,120,100,120,100,120,100,120,100,120,100,120,100,120,100,120,100,40],
[30,110,90,110,90,110,90,110,90,110,90,110,90,110,90,110,90,110,90,110,90,30],
[20,100,80,100,80,100,80,100,80,100,80,100,80,100,80,100,80,100,80,100,80,20],
[10,90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,10],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
