[[100,13.3667,15.4834,13.45,15,13.5167,15,13.7,15.3,13.9667,15.5,14.0834,15.8167,14.5,15.9667,15.15,16.4834,15.4667,17.3,15.4667,17.3,100],
[99,13.7,15.9167,13.8334,15.5,13.9667,15.5,14.1,15.7667,14.3334,15.9334,14.4834,16.2,14.9,16.2334,15.5667,17.0167,15.9167,17.7834,15.9167,17.7834,99],
[98,14,16.2667,14.1334,15.85,14.25,15.8834,14.4167,16.1167,14.6167,16.3,14.8,16.5834,15.2334,16.6,15.9167,17.3667,16.3667,17.9334,16.3667,17.9334,98],
[97,14.25,16.5667,14.4167,16.15,14.5167,16.1667,14.6667,16.4667,14.8834,16.6,15.0667,16.8334,15.5334,16.9334,16.2334,17.6334,16.7334,18,16.7334,18,97],
[96,14.4667,16.8,14.6334,16.4334,14.75,16.4334,14.9,16.7167,15.1,16.85,15.3334,17.1167,15.8,17.25,16.4667,17.8334,16.9667,18.4167,16.9667,18.4167,96],
[95,14.6667,17.0167,14.8334,16.65,14.95,16.6667,15.1,16.95,15.3167,17.0667,15.55,17.4,16.0334,17.4667,16.7,18,17.2334,18.5167,17.2334,18.5167,95],
[94,14.85,17.2334,15.0167,16.8667,15.1167,16.9,15.3,17.1334,15.5,17.3,15.75,17.5834,16.25,17.65,16.9167,18.2167,17.45,18.6,17.45,18.6,94],
[93,15,17.45,15.2167,17.0667,15.3167,17.0834,15.5,17.3334,15.6834,17.5,15.9334,17.7834,16.45,17.8834,17.1,18.3334,17.75,18.7667,17.75,18.7667,93],
[92,15.1834,17.6167,15.3834,17.2667,15.5,17.2834,15.65,17.5,15.85,17.6834,16.1,17.9334,16.6,18,17.2667,18.5,17.95,18.8,17.95,18.8,92],
[91,15.3334,17.7834,15.5334,17.4667,15.65,17.45,15.8167,17.6834,16,17.8667,16.3,18.1,16.7667,18.2,17.4334,18.6667,18.1167,18.9334,18.1167,18.9334,91],
[90,15.5,17.9334,15.7167,17.6167,15.8,17.5834,15.9667,17.8334,16.1667,18,16.4667,18.2667,16.95,18.4,17.6,18.8834,18.2834,18.9834,18.2834,18.9834,90],
[89,15.65,18.0667,15.8834,17.7834,15.9667,17.7667,16.1167,18,16.3334,18.1667,16.6334,18.4334,17.1167,18.5667,17.8,19.0334,18.4167,19.0667,18.4167,19.0667,89],
[88,15.8,18.2167,16.0167,17.95,16.0834,17.9167,16.2667,18.15,16.5,18.3334,16.7834,18.5834,17.2667,18.7334,17.95,19.2334,18.6,19.2334,18.6,19.2334,88],
[87,15.95,18.3667,16.1667,18.0667,16.25,18.0334,16.4167,18.3,16.6334,18.5,16.9167,18.7334,17.4334,18.9167,18.0667,19.4834,18.75,19.4834,18.75,19.4834,87],
[86,16.0834,18.5,16.3334,18.2167,16.4,18.2,16.5334,18.45,16.7667,18.6,17.0667,18.8834,17.5667,19.0667,18.25,19.6,18.8834,19.6834,18.8834,19.6834,86],
[85,16.2334,18.65,16.4834,18.3834,16.5334,18.35,16.6834,18.6,16.9167,18.75,17.2,19.0167,17.7167,19.2167,18.4,19.75,19,19.75,19,19.75,85],
[84,16.3667,18.7667,16.6167,18.5,16.6834,18.5,16.8167,18.75,17.05,18.8667,17.35,19.1667,17.85,19.3667,18.5334,19.9667,19.1167,19.9667,19.1167,19.9667,84],
[83,16.5,18.9,16.7667,18.65,16.8167,18.6167,16.9667,18.8667,17.2167,19,17.5,19.3167,18,19.5,18.6667,20.0334,19.2834,20.0334,19.2834,20.0334,83],
[82,16.65,19,16.9167,18.8,16.9667,18.7667,17.0834,19,17.35,19.0834,17.6334,19.45,18.1,19.6667,18.8167,20.1167,19.45,20.1167,19.45,20.1167,82],
[81,16.8,19.15,17.0667,18.9334,17.0834,18.9,17.25,19.1167,17.5,19.2334,17.7834,19.6,18.2667,19.75,18.9334,20.2834,19.6,20.2834,19.6,20.2834,81],
[80,16.95,19.2834,17.2167,19.05,17.2334,19,17.3834,19.25,17.6334,19.3667,17.9167,19.75,18.4334,19.8667,19.05,20.3667,19.75,20.3667,19.75,20.3667,80],
[79,17.0834,19.4,17.3667,19.2,17.3834,19.1334,17.5167,19.3834,17.75,19.5,18,19.85,18.55,19.9834,19.2167,20.5167,19.85,20.5167,19.85,20.5167,79],
[78,17.25,19.5334,17.5,19.35,17.5167,19.2667,17.6667,19.5167,17.9,19.6167,18.1667,19.9667,18.7,20.1,19.35,20.6334,19.9834,20.6334,19.9834,20.6334,78],
[77,17.4,19.6667,17.6667,19.5,17.6834,19.4167,17.8,19.6667,18,19.8,18.3334,20.0334,18.85,20.2334,19.5,20.7167,20.1167,20.7167,20.1167,20.7167,77],
[76,17.55,19.8,17.8167,19.65,17.8334,19.55,17.9334,19.7834,18.1667,19.9334,18.4834,20.2,19,20.3334,19.6,20.7334,20.2334,20.7334,20.2334,20.7334,76],
[75,17.7167,19.9334,17.9834,19.7834,17.9667,19.7,18.05,19.9167,18.3,20.0334,18.6167,20.35,19.1167,20.4834,19.75,20.7334,20.3667,20.7334,20.3667,20.7334,75],
[74,17.8667,20.05,18.1167,19.9334,18.0834,19.8334,18.2,20.0167,18.4667,20.2,18.7667,20.5334,19.2834,20.6,19.8834,20.8334,20.5167,20.8334,20.5167,20.8334,74],
[73,18.0167,20.2,18.2834,20.0667,18.25,19.9834,18.3834,20.1667,18.6167,20.3334,18.9334,20.6334,19.45,20.7167,20,21.05,20.6834,21.05,20.6834,21.05,73],
[72,18.2,20.35,18.4667,20.2334,18.4167,20.1167,18.55,20.3,18.7834,20.5,19.0667,20.7834,19.6,20.7334,20.1334,21.25,20.7667,21.25,20.7667,21.25,72],
[71,18.3834,20.5,18.6334,20.3834,18.5834,20.2667,18.7167,20.45,18.95,20.6334,19.2667,20.95,19.7834,20.8667,20.3,21.5334,20.9,21.5334,20.9,21.5334,71],
[70,18.5834,20.6667,18.8334,20.5334,18.7667,20.4167,18.8834,20.5834,19.1,20.7667,19.4334,21,19.95,21.15,20.45,21.6667,21,21.6667,21,21.6667,70],
[69,18.7834,20.8167,19,20.7167,18.9667,20.6,19.05,20.7334,19.3167,20.9167,19.6334,21.1334,20.1,21.4,20.65,21.7167,21.0167,21.7167,21.0167,21.7167,69],
[68,19,20.9667,19.2167,20.8834,19.15,20.75,19.2667,20.9,19.5,21,19.8334,21.3334,20.2834,21.6,20.8167,21.9834,21.3167,21.9834,21.3167,22.0334,68],
[67,19.2,21.05,19.4334,21,19.3667,20.9334,19.4667,21,19.7,21.0667,20,21.5834,20.4667,21.8167,20.9834,22.15,21.5834,22.15,21.5834,22.25,67],
[66,19.45,21.3334,19.6667,21.1,19.6,21,19.6834,21.0834,19.9167,21.3334,20.1667,21.85,20.6667,22.0167,21,22.3834,21.7834,22.3834,21.7834,22.5167,66],
[65,19.7167,21.6167,19.9334,21.4,19.85,21.25,19.9334,21.45,20.1167,21.6,20.4167,22.0834,20.8834,22.2167,21.2667,22.55,22.05,22.55,22.05,22.7334,65],
[64,20,21.9,20.2,21.7334,20.1,21.5667,20.1834,21.8,20.3667,21.9334,20.6667,22.3334,21,22.4667,21.65,22.7167,22.35,22.7167,22.35,22.8334,64],
[63,20.3167,22.1834,20.5,22.05,20.4167,21.9334,20.4834,22.1,20.6834,22.1834,20.9667,22.6,21.2167,22.5834,22,22.8667,22.65,23.0167,22.65,23.0667,63],
[62,20.7,22.5834,20.8667,22.4,20.7667,22.3,20.8167,22.5,21,22.5667,21,22.8834,21.7167,22.8334,22.4,23.0667,22.9667,23.3667,22.9667,23.3667,62],
[61,21.05,22.9667,21.2334,22.8334,21,22.7667,21.0167,22.9167,21.2834,23,21.7334,23.1667,22.2834,23.4167,22.8834,23.7334,23.2,24.0834,23.2,24.1834,61],
[60,22,23.3667,22,23.25,22,23.2167,22,23.3167,22.1834,23.3834,22.5334,23.7,22.9167,24,23.3334,24.4,23.6,24.8,23.6,25,60],
