[[100,12.6,8.4,13,8.5,13.1,8.7,12.9,8.6,12.8,8.2,12.3,8.1,11.6,7.8,10.6,7.4,9.9,6.6,9,6.6,100],
[99,12.4,8.2,12.9,8.4,12.9,8.5,12.6,8.4,12.6,8,12.1,7.9,11.4,7.6,10.4,7.1,9.7,6.4,8.8,6.4,99],
[98,12,7.7,12.5,7.9,12.6,8.2,12.4,8,12.2,7.5,11.7,7.4,11,7.1,10.2,6.6,9.5,6.3,100,6.3,98],
[97,11.7,7.5,12.2,7.7,12.4,8,12.2,7.8,12,7.3,11.4,7.2,10.7,6.8,10,6.5,9.4,6.2,8.7,6.2,97],
[96,11.5,7.3,12,7.5,12.2,7.7,12,7.6,11.8,7.2,11.3,7.1,10.6,6.5,9.8,6.3,9.3,6.1,100,6.1,96],
[95,11.3,7.2,11.8,7.4,12,7.5,11.8,7.4,11.6,7,11.1,6.9,10.4,6.4,9.6,6.2,9.1,6,8.6,6,95],
[94,11,7,11.5,7.2,11.7,7.3,11.6,7.3,11.4,6.8,10.8,6.8,10.2,6.2,9.5,6.1,9,5.9,8.5,5.9,94],
[93,10.9,6.9,11.4,7.1,11.6,7.2,11.4,7.1,11.2,6.7,10.7,6.7,10.1,100,9.3,6,8.9,5.8,8.3,5.8,93],
[92,10.7,6.8,11.3,7,11.4,7.1,11.3,7,11.1,100,10.6,6.6,10,100,9.2,5.9,8.8,5.7,8.2,5.7,92],
[91,10.6,6.6,11.1,6.9,11.3,7,11.2,6.9,10.9,6.6,10.5,6.5,9.9,6.1,9.1,5.8,8.7,5.6,8.1,5.6,91],
[90,10.5,6.5,11,6.8,11.1,6.9,11,6.8,10.7,6.4,10.4,6.4,9.7,6,9,5.7,8.5,5.5,8,5.5,90],
[89,10.4,6.5,10.7,6.7,11,6.8,10.8,6.7,10.6,100,10.3,6.3,9.6,5.9,8.9,5.6,100,5.4,100,100,89],
[88,10.3,6.4,10.6,6.6,10.9,6.7,10.7,6.5,10.5,6.3,10.1,6.2,9.5,100,8.8,100,8.4,100,7.9,5.4,88],
[87,10,6.3,10.4,6.5,10.7,6.6,10.5,6.4,10.4,6.2,9.9,6.1,9.4,5.8,8.7,5.5,8.3,5.3,100,100,87],
[86,9.9,6.2,10.3,6.4,10.6,6.5,10.4,100,10.3,6.1,9.8,6,9.3,5.7,8.6,100,8.2,100,7.8,5.3,86],
[85,9.8,6.1,10.2,6.3,10.5,100,10.3,6.3,10.2,100,9.7,100,9.2,5.6,100,5.4,8.1,100,100,100,85],
[84,9.7,6.1,10.1,6.2,10.4,6.4,10.2,100,10.1,6,9.6,5.9,9.1,100,8.5,100,100,5.2,7.7,100,84],
[83,9.6,6,10,6.1,10.2,6.3,10.1,6.2,9.9,5.9,9.5,5.8,9,5.5,8.4,5.3,8,100,7.6,5.2,83],
[82,9.5,6,9.9,9,10.1,100,10,6.1,9.8,5.8,9.4,100,8.9,100,8.3,5.2,7.9,100,100,100,82],
